date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:17:56	1756893/1756893	---M--	200	added ('OK')	image/jpeg	etag:%222399a83959492000a3b66f8f9d71b1c5%22	https://wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/02.jpg	C:/Myweb1/tasteflow/wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/02.jpg	(from https://leihui2008.wixsite.com/tasteflow)
23:17:56	2601767/2601767	---M--	200	added ('OK')	image/jpeg	etag:%22632f262b1e725f8c35ffcc654af4edda%22	https://wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/04.jpg	C:/Myweb1/tasteflow/wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/04.jpg	(from https://leihui2008.wixsite.com/tasteflow)
23:17:57	25112/25112	---M-Z	200	added ('OK')	application/javascript	etag:W/%226dcd805da3c0da864bde837cc6654308%22	https://static.parastorage.com/services/wix-thunderbolt/dist/8875.d06b9c87.bundle.min.js	C:/Myweb1/tasteflow/static.parastorage.com/services/wix-thunderbolt/dist/8875.d06b9c87.bundle.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:57	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:17:57%20GMT	https://leihui2008.wixsite.com/	C:/Myweb1/tasteflow/leihui2008.wixsite.com/index.html	(from https://leihui2008.wixsite.com/tasteflow)
23:17:57	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/Myweb1/tasteflow/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:57	2677722/2677722	---M--	200	added ('OK')	image/jpeg	etag:%22898d83638e3fd3e8d6c53a288b830cec%22	https://wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/03.jpg	C:/Myweb1/tasteflow/wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/03.jpg	(from https://leihui2008.wixsite.com/tasteflow)
23:17:58	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:17:58%20GMT	https://leihui2008.wixsite.com/sitemap.xml	C:/Myweb1/tasteflow/leihui2008.wixsite.com/sitemap.13.delayed	(from https://leihui2008.wixsite.com/tasteflow)
23:17:58	2459334/2459334	---M--	200	added ('OK')	image/jpeg	etag:%22d1cc678d36e836ae916f433067d32132%22	https://wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/05.jpg	C:/Myweb1/tasteflow/wixmp-19e700b7666f74a00729a0dd.wixmp.com/Instagram/Asian_Restaurant_(The_Noodle_Way)/05.jpg	(from https://leihui2008.wixsite.com/tasteflow)
23:17:58	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:17:58%20GMT	https://leihui2008.wixsite.com/feed.xml	C:/Myweb1/tasteflow/leihui2008.wixsite.com/feed.14.delayed	(from https://leihui2008.wixsite.com/tasteflow)
23:17:58	135510/135510	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ebbefe95ebf456c7b964175b1ee5b18e%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.786f21c8.bundle.min.js	C:/Myweb1/tasteflow/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.786f21c8.bundle.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:58	257657/257657	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a009c720d74dd85165f696526f900977%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.67f17b57.bundle.min.js	C:/Myweb1/tasteflow/static.parastorage.com/services/wix-thunderbolt/dist/main.67f17b57.bundle.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:59	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	C:/Myweb1/tasteflow/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:59	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Myweb1/tasteflow/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:59	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/Myweb1/tasteflow/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:59	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/Myweb1/tasteflow/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:17:59	6088/6088	---M-Z	200	added ('OK')	application/javascript	etag:W/%220022d406fbbd37299590c9dfcb9e8438%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/Myweb1/tasteflow/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://leihui2008.wixsite.com/tasteflow)
23:18:00	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:18:00%20GMT	https://leihui2008.wixsite.com/decodeURIComponent(e	C:/Myweb1/tasteflow/leihui2008.wixsite.com/decodeURIComponent(e.1c.delayed	(from https://leihui2008.wixsite.com/tasteflow)
23:18:00	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/Myweb1/tasteflow/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://leihui2008.wixsite.com/tasteflow)
23:18:01	1122/1122	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2015:18:01%20GMT	https://static.wixstatic.com/media/a3c153_2a6de96c3b09433b9398306603a20e1a~mv2.jpg/v1/fill/w_70,h_50,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a3c153_2a6de96c3b09433b9398306603a20e1a~mv2.jpg	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_2a6de96c3b09433b9398306603a20e1a_mv2.jpg/v1/fill/w_70,h_50,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a3c153_2a6de96c3b09433b9398306603a20e1a_mv2.jpg	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:01	2032/2032	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2015:18:01%20GMT	https://static.wixstatic.com/media/11062b_ce2fd8513fae421187d7425625c8bcf9~mv2.jpg/v1/fill/w_70,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_ce2fd8513fae421187d7425625c8bcf9~mv2.jpg	C:/Myweb1/tasteflow/static.wixstatic.com/media/11062b_ce2fd8513fae421187d7425625c8bcf9_mv2.jpg/v1/fill/w_70,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_ce2fd8513fae421187d7425625c8bcf9_mv2.jpg	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:02	1353/1353	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2015:18:02%20GMT	https://static.wixstatic.com/media/a3c153_3592f141741849e8b2cb99afa8e3a412~mv2.jpg/v1/fill/w_91,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a3c153_3592f141741849e8b2cb99afa8e3a412~mv2.jpg	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_3592f141741849e8b2cb99afa8e3a412_mv2.jpg/v1/fill/w_91,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a3c153_3592f141741849e8b2cb99afa8e3a412_mv2.jpg	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:02	2478/2478	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:18:02%20GMT	https://leihui2008.wixsite.com/tasteflow/robots.txt	C:/Myweb1/tasteflow/leihui2008.wixsite.com/tasteflow/robots.21.delayed	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:03	2478/2478	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:18:03%20GMT	https://leihui2008.wixsite.com/tasteflow/sitemap.xml	C:/Myweb1/tasteflow/leihui2008.wixsite.com/tasteflow/sitemap.22.delayed	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:03	2478/2478	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:18:04%20GMT	https://leihui2008.wixsite.com/tasteflow/feed.xml	C:/Myweb1/tasteflow/leihui2008.wixsite.com/tasteflow/feed.23.delayed	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:04	2478/2478	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:18:04%20GMT	https://leihui2008.wixsite.com/tasteflow/decodeURIComponent(e	C:/Myweb1/tasteflow/leihui2008.wixsite.com/tasteflow/decodeURIComponent(e.24.delayed	(from https://leihui2008.wixsite.com/tasteflow/about-us)
23:18:09	2971/2971	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2015:18:09%20GMT	https://static.wixstatic.com/media/11062b_9975aafd8ed24c49a81dc5bd100b1520~mv2.jpg/v1/fill/w_147,h_128,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_9975aafd8ed24c49a81dc5bd100b1520~mv2.jpg	C:/Myweb1/tasteflow/static.wixstatic.com/media/11062b_9975aafd8ed24c49a81dc5bd100b1520_mv2.jpg/v1/fill/w_147,h_128,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_9975aafd8ed24c49a81dc5bd100b1520_mv2.jpg	(from https://leihui2008.wixsite.com/tasteflow/menu)
23:18:15	11319/11319	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202024%2015:18:15%20GMT	https://static.wixstatic.com/media/a3c153_9c9038c351464e16b6d218fc5931fe94~mv2.png/v1/fill/w_72,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/pierre-chatel-innocenti-Lk-nu_hX6ms-unsplash%202.png	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_9c9038c351464e16b6d218fc5931fe94_mv2.png/v1/fill/w_72,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/pierre-chatel-innocenti-Lk-nu_hX6ms-unsplash%202.png	(from https://leihui2008.wixsite.com/tasteflow/news-blog)
23:18:16	6803/6803	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202024%2015:18:16%20GMT	https://static.wixstatic.com/media/a3c153_e8a041f227f74750817a3c7a63360542~mv2.png/v1/fill/w_72,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/hugo-l-casanova-UTLQ3icUT7g-unsplash_edited.png	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_e8a041f227f74750817a3c7a63360542_mv2.png/v1/fill/w_72,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/hugo-l-casanova-UTLQ3icUT7g-unsplash_edited.png	(from https://leihui2008.wixsite.com/tasteflow/news-blog)
23:18:16	2080/2080	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2015:18:16%20GMT	https://static.wixstatic.com/media/a3c153_151c591eca5d4f00ba4939ad2b83458c~mv2.jpg/v1/crop/x_0,y_713,w_4000,h_4573/fill/w_72,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/pierre-chatel-innocenti-muMR2IhCbZ0-unsplash.jpg	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_151c591eca5d4f00ba4939ad2b83458c_mv2.jpg/v1/crop/x_0,y_713,w_4000,h_4573/fill/w_72,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/pierre-chatel-innocenti-muMR2IhCbZ0-unsplash.jpg	(from https://leihui2008.wixsite.com/tasteflow/news-blog)
23:18:18	13015/13015	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202024%2015:18:17%20GMT	https://static.wixstatic.com/media/a3c153_bc49e48a99bb47f09010861edb8c15ef~mv2.png/v1/fill/w_72,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/alex-mNJ7c7-XCZQ-unsplash.png	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_bc49e48a99bb47f09010861edb8c15ef_mv2.png/v1/fill/w_72,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/alex-mNJ7c7-XCZQ-unsplash.png	(from https://leihui2008.wixsite.com/tasteflow/news-blog)
23:18:18	1345/1345	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2015:18:18%20GMT	https://static.wixstatic.com/media/a3c153_3592f141741849e8b2cb99afa8e3a412~mv2.jpg/v1/fill/w_96,h_69,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a3c153_3592f141741849e8b2cb99afa8e3a412~mv2.jpg	C:/Myweb1/tasteflow/static.wixstatic.com/media/a3c153_3592f141741849e8b2cb99afa8e3a412_mv2.jpg/v1/fill/w_96,h_69,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a3c153_3592f141741849e8b2cb99afa8e3a412_mv2.jpg	(from https://leihui2008.wixsite.com/tasteflow/careers)
